fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_chlorine,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[chlorine],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.chlorination.capital_a_parameter[default],fs.costing.chlorination.capital_b_parameter[default],fs.costing.chlorination.capital_c_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[total_coliforms_fecal_ecoli],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[total_coliforms_fecal_ecoli],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,total_coliforms_fecal_ecoli]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.initial_chlorine_demand[0.0],fs.unit.contact_time[0.0],fs.unit.concentration_time[0.0],fs.unit.chlorine_decay_rate[0.0],fs.unit.chlorine_dose[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[ChlorinationZO],fs.costing.LCOW_aggregate_indirect_capex[ChlorinationZO],fs.costing.LCOW_aggregate_fixed_opex[ChlorinationZO],fs.costing.LCOW_aggregate_variable_opex[ChlorinationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[chlorine],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,dose,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4253164.581891352,0.0,0.0,0.007886274628862744,1.095315920675381,5.402471836721429,15208.838347254377,4472202.557858758,78586.39308927226,290568.0,-1636000.0,421505.0,43.812636388888876,4.3812636388888877e-07,43.812636388888876,3.7328366203331773e-10,1,0.999148,0.007886274628862744,5e-05,19.6,1.5,81.0,3.0,25.0,4253164.581891352,1.0515,0.014900000000000002,4253164.581891352,63372.152270181155,63372.152270181155,15214.2408190911,369509.587447668,6379.746872837029,212658.22909456762,4253.164581891352,3827.8481237022174,34025.31665513082,12759.493745674057,8506.329163782704,0.2672528544994446,0.2001085807503785,0.01030559190864453,0.045834774428898946,0.011003907411522634,0.2001085807503785,0.01030559190864453,0.045834774428898946,0.011003907411522634,3.907411522633745e-06,0.011,5e-05,5e-05,1.0,4253164.581891352,1.0,25,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2365373.2271133927,0.0,0.0,0.017847884686373577,0.09915491492429765,12.22664678836955,1376.8001030146067,2487189.9483097326,36633.08783379254,290568.0,-1636000.0,421505.0,99.1549139327485,9.91549139327485e-07,99.1549139327485,8.447998667069823e-10,1,0.999148,0.017847884686373577,5e-05,-4.4,1.5,81.0,3.0,1.0,2365373.2271133927,1.0515,0.014900000000000002,2365373.2271133927,35244.06108398955,35244.06108398955,1389.0267498029764,198428.36328857957,3548.059840670089,118268.66135566964,2365.3732271133927,2128.8359044020535,18922.98581690714,7096.119681340178,4730.746454226785,0.06341405673620051,0.04917431799896212,0.00253247737694656,0.01126335394876919,0.00044390741152263363,0.04917431799896212,0.00253247737694656,0.01126335394876919,0.00044390741152263363,3.907411522633744e-06,0.0004399999999999999,4.9999999999999996e-05,4.9999999999999996e-05,1.0,2365373.2271133927,2.263157894736842,1,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3173169.4529744755,0.0,0.0,0.017847884686373577,0.1983098298485953,12.22664678836955,2753.6002060292135,3336587.6798026613,50046.05170213727,290568.0,-1636000.0,421505.0,99.1549139327485,9.91549139327485e-07,99.1549139327485,8.447998667069775e-10,1,0.999148,0.017847884686373577,5e-05,-3.4000000000000004,1.5,81.0,3.0,2.0,3173169.4529744755,1.0515,0.014900000000000002,3173169.4529744755,47280.22484931969,47280.22484931969,2765.826852817583,267095.8685444707,4759.754179461714,158658.47264872378,3173.1694529744755,2855.8525076770284,25385.355623795804,9519.508358923427,6346.338905948951,0.08535892894127729,0.06596778975789062,0.003397341172531377,0.015109890599332671,0.0008839074115226335,0.06596778975789062,0.003397341172531377,0.015109890599332671,0.0008839074115226335,3.907411522633744e-06,0.0008799999999999998,4.9999999999999996e-05,4.9999999999999996e-05,1.0,3173169.4529744755,2.263157894736842,2,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4241017.978884219,0.0,0.0,0.017847884686373577,0.4957745746214882,12.22664678836955,6884.000515073033,4459430.404796757,70087.39504723628,290568.0,-1636000.0,421505.0,99.1549139327485,9.91549139327485e-07,99.1549139327485,8.447998667069775e-10,1,0.999148,0.017847884686373577,5e-05,-0.40000000000000036,1.5,81.0,3.0,5.0,4241017.978884219,1.0515,0.014900000000000002,4241017.978884219,63191.167885374874,63191.167885374874,6896.227161861402,360179.74251988396,6361.526968326329,212050.89894421096,4241.01797888422,3816.9161809957977,33928.14383107376,12723.053936652657,8482.03595776844,0.11510682368613069,0.08816755188671573,0.004540628922165861,0.020194735465726473,0.0022039074115226334,0.08816755188671573,0.004540628922165861,0.020194735465726473,0.0022039074115226334,3.907411522633744e-06,0.0021999999999999993,4.9999999999999996e-05,4.9999999999999996e-05,1.0,4241017.978884219,2.263157894736842,5,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5048814.204745301,0.0,0.0,0.017847884686373577,0.9915491492429764,12.22664678836955,13768.001030146066,5308828.136289684,89007.55932763944,290568.0,-1636000.0,421505.0,99.1549139327485,9.91549139327485e-07,99.1549139327485,8.447998667069823e-10,1,0.999148,0.017847884686373577,5e-05,4.6,1.5,81.0,3.0,10.0,5048814.204745301,1.0515,0.014900000000000002,5048814.204745301,75227.33165070499,75227.33165070499,13780.227676934435,434354.4481878334,7573.221307117952,252440.71023726507,5048.814204745301,4543.932784270772,40390.51363796241,15146.442614235904,10097.628409490602,0.13881169589120743,0.10496102364564419,0.005405492717750679,0.024041272116289945,0.004403907411522633,0.10496102364564419,0.005405492717750679,0.024041272116289945,0.004403907411522633,3.907411522633744e-06,0.0043999999999999985,4.9999999999999996e-05,4.9999999999999996e-05,1.0,5048814.204745301,2.263157894736842,10,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5521344.705098112,0.0,0.0,0.017847884686373577,1.4873237238644648,12.22664678836955,20652.001545219104,5805693.957410666,102932.26429796936,290568.0,-1636000.0,421505.0,99.1549139327485,9.91549139327485e-07,99.1549139327485,8.447998667069823e-10,1,0.999148,0.017847884686373577,5e-05,9.6,1.5,81.0,3.0,15.0,5521344.705098112,1.0515,0.014900000000000002,5521344.705098112,82268.03610596187,82268.03610596187,20664.228192007475,480600.98786442325,8282.017057647168,276067.2352549056,5521.344705098112,4969.210234588301,44170.7576407849,16564.034115294337,11042.689410196224,0.1535912397139781,0.11478457488153712,0.005911405606399169,0.026291351814519137,0.006603907411522633,0.11478457488153712,0.005911405606399169,0.026291351814519137,0.006603907411522633,3.907411522633744e-06,0.006599999999999999,4.9999999999999996e-05,4.9999999999999996e-05,1.0,5521344.705098112,2.263157894736842,15,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5856610.430606383,0.0,0.0,0.017847884686373577,1.9830982984859529,12.22664678836955,27536.002060292132,6158225.867782612,114811.72412311562,290568.0,-1636000.0,421505.0,99.1549139327485,9.91549139327485e-07,99.1549139327485,8.447998667069823e-10,1,0.999148,0.017847884686373577,5e-05,14.6,1.5,81.0,3.0,20.0,5856610.430606383,1.0515,0.014900000000000002,5856610.430606383,87263.49541603512,87263.49541603512,27548.228707080503,515413.154370856,8784.915645909574,292830.5215303192,5856.610430606383,5270.949387545745,46852.88344485106,17569.831291819148,11713.220861212765,0.1647165680962842,0.12175449540457267,0.006270356513335496,0.02788780876685342,0.008803907411522633,0.12175449540457267,0.006270356513335496,0.02788780876685342,0.008803907411522633,3.907411522633744e-06,0.008799999999999997,4.9999999999999996e-05,4.9999999999999996e-05,1.0,5856610.430606383,2.263157894736842,20,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6116662.730655044,0.0,0.0,0.017847884686373577,2.4788728731074414,12.22664678836955,34420.00257536517,6431670.86128378,125570.50390891371,290568.0,-1636000.0,421505.0,99.1549139327485,9.91549139327485e-07,99.1549139327485,8.447998667069823e-10,1,0.999148,0.017847884686373577,5e-05,19.6,1.5,81.0,3.0,25.0,6116662.730655044,1.0515,0.014900000000000002,6116662.730655044,91138.27468676017,91138.27468676017,34432.22922215354,543959.923399422,9174.994095982567,305833.13653275225,6116.6627306550445,5504.99645758954,48933.301845240356,18349.988191965134,12233.325461310089,0.17383959063606083,0.1271607857744693,0.006548780467385172,0.029126116982683744,0.011003907411522634,0.1271607857744693,0.006548780467385172,0.029126116982683744,0.011003907411522634,3.907411522633744e-06,0.011,4.9999999999999996e-05,4.9999999999999996e-05,1.0,6116662.730655044,2.263157894736842,25,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2543851.213433246,0.0,0.0,0.02780949474388441,0.15449719302158005,19.050821740017668,2145.2466721390383,2674859.550925059,40067.68057403443,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,-4.4,1.5,81.0,3.0,1.0,2543851.213433246,1.0515,0.014900000000000002,2543851.213433246,37903.38308015537,37903.38308015537,2164.2974938790558,214071.13299989363,3815.7768201498693,127192.56067166232,2543.8512134332464,2289.466092089922,20350.80970746597,7631.553640299739,5087.702426866493,0.0439069780381174,0.03394095264382564,0.0017479590611570277,0.0077741589216120946,0.0004439074115226337,0.03394095264382564,0.0017479590611570277,0.0077741589216120946,0.0004439074115226337,3.907411522633744e-06,0.00043999999999999996,5e-05,5e-05,1.0,2543851.213433246,3.526315789473684,1,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3531106.36557362,0.0,0.0,0.02780949474388441,0.3089943860431601,19.050821740017668,4290.493344278077,3712958.343400662,56923.02901306504,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,-3.4000000000000004,1.5,81.0,3.0,2.0,3531106.36557362,1.0515,0.014900000000000002,3531106.36557362,52613.484847046944,52613.484847046944,4309.544166018094,298456.2976445644,5296.65954836043,176555.31827868102,3531.10636557362,3177.9957290162583,28248.85092458896,10593.31909672086,7062.21273114724,0.06121476502870768,0.04711325619256407,0.0024263326939170534,0.010791268730703922,0.0008839074115226336,0.04711325619256407,0.0024263326939170534,0.010791268730703922,0.0008839074115226336,3.907411522633744e-06,0.0008799999999999999,5e-05,5e-05,1.0,3531106.36557362,3.526315789473684,2,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4836186.688010278,0.0,0.0,0.02780949474388441,0.7724859651079002,19.050821740017668,10726.233360695192,5085250.302442809,82804.46583378836,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,-0.40000000000000036,1.5,81.0,3.0,5.0,4836186.688010278,1.0515,0.014900000000000002,4836186.688010278,72059.18165135315,72059.18165135315,10745.28418243521,413607.29575010354,7254.280032015417,241809.3344005139,4836.186688010278,4352.56801920925,38689.493504082224,14508.560064030835,9672.373376020556,0.08483276655014456,0.06452609432802592,0.0033230938578933376,0.014779670952702656,0.0022039074115226334,0.06452609432802592,0.0033230938578933376,0.014779670952702656,0.0022039074115226334,3.907411522633744e-06,0.0021999999999999997,5e-05,5e-05,1.0,4836186.688010278,3.526315789473684,5,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5823441.8401506515,0.0,0.0,0.02780949474388441,1.5449719302158005,19.050821740017668,21452.466721390385,6123349.094918411,108240.8009613751,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,4.6,1.5,81.0,3.0,10.0,5823441.8401506515,1.0515,0.014900000000000002,5823441.8401506515,86769.28341824471,86769.28341824471,21471.5175431304,506573.4470833304,8735.162760225978,291172.0920075326,5823.441840150652,5241.0976561355865,46587.534721205215,17470.325520451956,11646.883680301304,0.10390055354073482,0.07769839787676433,0.004001467490653363,0.01779678076179448,0.004403907411522633,0.07769839787676433,0.004001467490653363,0.01779678076179448,0.004403907411522633,3.907411522633744e-06,0.004399999999999999,5e-05,5e-05,1.0,5823441.8401506515,3.526315789473684,10,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6400949.08279653,0.0,0.0,0.02780949474388441,2.3174578953237006,19.050821740017668,32178.700082085572,6730597.960560552,127571.89223749391,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,9.6,1.5,81.0,3.0,15.0,6400949.08279653,1.0515,0.014900000000000002,6400949.08279653,95374.1413336683,95374.1413336683,32197.75090382559,565406.9485203405,9601.423624194795,320047.4541398265,6400.94908279653,5760.854174516878,51207.59266237224,19202.84724838959,12801.89816559306,0.11596757640038229,0.08540370150089252,0.004398290627295973,0.019561676860671166,0.006603907411522632,0.08540370150089252,0.004398290627295973,0.019561676860671166,0.006603907411522632,3.907411522633744e-06,0.006599999999999998,5e-05,5e-05,1.0,6400949.08279653,3.526315789473684,15,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6810696.992291026,0.0,0.0,0.02780949474388441,3.089943860431601,19.050821740017668,42904.93344278077,7161447.887394015,144403.3694496571,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,14.6,1.5,81.0,3.0,20.0,6810696.992291026,1.0515,0.014900000000000002,6810696.992291026,101479.3851851363,101479.3851851363,42923.98426452079,610265.8317772526,10216.045488436539,340534.8496145513,6810.696992291026,6129.627293061923,54485.575938328206,20432.090976873078,13621.393984582051,0.1251683405313251,0.09087070142550277,0.004679841123413401,0.020813890570886312,0.008803907411522633,0.09087070142550277,0.004679841123413401,0.020813890570886312,0.008803907411522633,3.907411522633744e-06,0.008799999999999999,5e-05,5e-05,1.0,6810696.992291026,3.526315789473684,20,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7128522.16258731,0.0,0.0,0.02780949474388441,3.8624298255395013,19.050821740017668,53631.16680347596,7495641.053960558,159865.19784776692,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,19.6,1.5,81.0,3.0,25.0,7128522.16258731,1.0515,0.014900000000000002,7128522.16258731,106214.98022255093,106214.98022255093,53650.21762521598,647467.4052545379,10692.783243880966,356426.10812936554,7128.52216258731,6415.6699463285795,57028.17730069848,21385.56648776193,14257.04432517462,0.1327985550621717,0.09511123601222618,0.00489822865462966,0.021785182983793217,0.011003907411522634,0.09511123601222618,0.00489822865462966,0.021785182983793217,0.011003907411522634,3.907411522633744e-06,0.010999999999999998,5e-05,5e-05,1.0,7128522.16258731,3.526315789473684,25,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2667064.2306465637,0.0,0.0,0.03777110480139524,0.20983947111886245,25.874996691665785,2913.69324126347,2804418.0385248624,42678.82527458894,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,-4.4,1.5,81.0,3.0,1.0,2667064.2306465637,1.0515,0.014900000000000002,2667064.2306465637,39739.257036633804,39739.257036633804,2939.568237955136,225110.24324564557,4000.5963459698455,133353.2115323282,2667.064230646564,2400.3578075819078,21336.51384517251,8001.192691939691,5334.128461293128,0.03399414379845061,0.026199874237626892,0.001349293523237786,0.0060010686260632915,0.00044390741152263363,0.026199874237626892,0.001349293523237786,0.0060010686260632915,0.00044390741152263363,3.907411522633744e-06,0.00043999999999999996,5e-05,5e-05,1.0,2667064.2306465637,4.789473684210526,1,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3778209.5959648653,0.0,0.0,0.03777110480139524,0.4196789422377249,25.874996691665785,5827.38648252694,3972787.390157056,62148.58445909511,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,-3.4000000000000004,1.5,81.0,3.0,2.0,3778209.5959648653,1.0515,0.014900000000000002,3778209.5959648653,56295.3229798765,56295.3229798765,5853.261479218606,320584.1054576382,5667.314393947298,188910.47979824326,3778.2095959648655,3400.388636368379,30225.676767718924,11334.628787894597,7556.419191929731,0.048411756050267665,0.03711519772198259,0.0019114326826821018,0.00850121823408034,0.0008839074115226335,0.03711519772198259,0.0019114326826821018,0.00850121823408034,0.0008839074115226335,3.907411522633744e-06,0.0008799999999999999,5e-05,5e-05,1.0,3778209.5959648653,4.789473684210526,2,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5247063.87188301,0.0,0.0,0.03777110480139524,1.0491973555943122,25.874996691665785,14568.466206317347,5517287.661284985,92775.59289406586,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,-0.40000000000000036,1.5,81.0,3.0,5.0,5247063.87188301,1.0515,0.014900000000000002,5247063.87188301,78181.25169105685,78181.25169105685,14594.341203009013,451683.073011357,7870.595807824515,262353.1935941505,5247.06387188301,4722.3574846947095,41976.51097506408,15741.19161564903,10494.12774376602,0.06820915438538644,0.05154447050073619,0.002654540230787922,0.0118062362423397,0.002203907411522633,0.05154447050073619,0.002654540230787922,0.0118062362423397,0.002203907411522633,3.907411522633744e-06,0.0021999999999999993,5e-05,5e-05,1.0,5247063.87188301,4.789473684210526,5,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6358209.237201311,0.0,0.0,0.03777110480139524,2.0983947111886243,25.874996691665785,29136.932412634695,6685657.012917179,123900.1250436259,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,4.6,1.5,81.0,3.0,10.0,6358209.237201311,1.0515,0.014900000000000002,6358209.237201311,94737.31763429954,94737.31763429954,29162.80740932636,558811.7081884035,9537.313855801965,317910.4618600656,6358.209237201311,5722.38831348118,50865.67389761049,19074.62771160393,12716.418474402622,0.0843867666372035,0.06245979398509188,0.0032166793902322424,0.014306385850356746,0.004403907411522632,0.06245979398509188,0.0032166793902322424,0.014306385850356746,0.004403907411522632,3.907411522633744e-06,0.0043999999999999985,5e-05,5e-05,1.0,6358209.237201311,4.789473684210526,10,default,ChlorinationZO,chlorination
